node,bioproject_id_META_PRJNA248737,bioproject_id_META_PRJNA269984,bioproject_id_META_PRJNA278886,bioproject_id_META_PRJNA288601,bioproject_id_META_PRJNA381936,bioproject_id_META_PRJNA448593,bioproject_id_META_PRJNA475142,bioproject_id_META_PRJNA475751,bioproject_id_META_PRJNA530580,bioproject_id_META_PRJNA530794,bioproject_id_META_PRJNA578285,bioproject_id_META_PRJNA587095,bioproject_id_META_PRJNA592372,bioproject_id_META_PRJNA658369,bioproject_id_META_PRJNA809394,bioproject_id_META_PRJNA824420,bioproject_id_META_PRJNA836696
n65,2.1780818898730468e-15,1.6745171974018066e-23,2.790365790007548e-15,6.448676300367801e-15,4.8589171528266425e-17,9.849889471230611e-17,4.89113719146433e-17,7.24862529451137e-16,6.318983926481812e-16,3.3277481957888603e-17,0.999999999999984,1.6745171974018066e-23,3.219827422170949e-17,3.821198106126992e-16,1.0039840423034498e-15,1.4985946828825969e-15,1.674517197405957e-17
n245,2.3671446550899897e-06,3.3214902319543617e-13,3.1855307680058742e-06,1.8835992653062192e-06,6.785247010729004e-07,1.7425887637185597e-06,1.3058444124651075e-06,3.9316297172809954e-06,2.1528754338339034e-06,6.390802693635744e-07,0.9999585766294712,3.3214902319543617e-13,6.386908915254561e-07,2.4193301637842912e-06,1.522520215963446e-05,4.9211796400242694e-06,3.321490235553948e-07
n396396,0.0001799053255244,7.988255990061809e-11,0.0012398559027788,0.0004443720202224,0.0001460826212255,0.0004193465221391,0.9895616898881848,0.0009455654670453,0.0003122315127386,0.000153700189775,0.0001717652738652,7.988255990061809e-11,0.0001537998056102,0.0005799592747339,0.004742362715558,0.0008694807609324,7.988255990063901e-05
n398398,0.0024451975641351,1.0857301888264528e-09,0.6774704147628487,0.0060394394842837,0.0019854935418305,0.0056958618515286,0.017678789259018,0.0128517285169633,0.0042251397699768,0.0020890283971213,0.0022201073486734,1.0857301888264528e-09,0.0020875074171256,0.0078810155046259,0.2444269412167299,0.0118176030048515,0.0010857301888264
n404,0.007869226790541,3.4941377334235534e-09,0.0470755073466091,0.019446343624639,0.0063897922687339,0.0184642000363195,0.5917269954658084,0.0413599161310797,0.0265675883601277,0.0067229897664214,0.0072073305368249,3.4941377334235534e-09,0.0087531633642662,0.0253674855103039,0.1515229540605562,0.0380323620160686,0.0034941377334243
n407407,0.0118478263027641,5.260737568321415e-09,0.0494186641438708,0.0292642599914492,0.0096204018673059,0.0276129975372173,0.0660475178851783,0.062271061192593,0.0205122294627307,0.0101220637347343,0.0107627106461788,5.260737568321415e-09,0.0103374749145382,0.038186716126208,0.5914749066056885,0.0572604214997456,0.0052607375683215
n409,0.0004468887249262,1.9843001028569304e-10,0.0044539596710932,0.0011050572376689,0.0003628726759427,0.0010580734607591,0.9751798357223476,0.0023488051157232,0.0008191525023376,0.0003817946029261,0.0004138126367188,1.9843001028569304e-10,0.002775873991793,0.0014409258074215,0.0068546460457403,0.0021598713974554,0.0001984300102857
SAMN13422978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
n410410,0.0032566717638171,1.4460454645833243e-09,0.0135790078735434,0.0080447496660627,0.0026528703930665,0.0290041261855669,0.6682929539537122,0.0171167606144387,0.0258524505551892,0.002782302702947,0.0095981782642919,1.4460454645833243e-09,0.0028336413561108,0.0104969074409009,0.1892904081526517,0.0157529227210257,0.0014460454645834
n437437,0.0001831194589167,8.130971797959585e-11,0.0007635897100361,0.0004525369907569,0.0001487068363154,0.0487260599471431,0.9392200418656677,0.0009624586587154,0.0003562630821548,0.0001564461516952,0.0001810517371639,8.130971797959585e-11,0.00124370629436,0.000590316062891,0.0056025431130982,0.001331850210486,8.130971797961648e-05
n445445,0.0001394964391412,6.193998226453471e-11,0.0005835279962865,0.0003455204536695,0.0001133274355137,0.0036659967254106,0.9881674890877156,0.0007331801626243,0.000398531082896,0.0001191772902692,0.000185176770785,6.193998226453471e-11,0.0001693661788871,0.0004500459901582,0.0041803452046505,0.0006868790758476,6.193998226461527e-05
SAMN26308785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
