node,specimen_type_META_blood,specimen_type_META_urine
n248248,0.1322284090972284,0.8677715909027716
n250,0.1035060646711673,0.8964939353288327
SAMN27404354,0.0,1.0
SAMN27404323,0.0,1.0
n362362,0.3225571225196879,0.6774428774803122
n381381,0.3639953270493456,0.6360046729506543
n406406,0.0,1.0
SAMN26304413,0.0,1.0
n413,0.1431744704911897,0.8568255295088102
n414,0.1367076050087073,0.8632923949912927
n420420,0.1328945761273229,0.8671054238726771
SAMN26308841,0.0,1.0
n441,0.1135818804827136,0.8864181195172863
n440440,0.1474282802157769,0.852571719784223
SAMN09405757,0.0,1.0
SAMN10093580,0.0,1.0
n444,0.0,1.0
SAMN10093648,0.0,1.0
SAMN31390129,1.0,0.0
SAMN31390130,1.0,0.0
SAMN13622034,0.0,1.0
SAMN16340147,0.0,1.0
n23,0.0933458402881546,0.9066541597118452
SAMN26305071,0.0,1.0
n2626,0.0214220510966388,0.9785779489033612
n27,0.0983299206916515,0.9016700793083484
n2828,0.0597359386774306,0.9402640613225696
n3434,0.0558210227953462,0.9441789772046538
SAMN26308469,0.0,1.0
SAMN26308465,0.0,1.0
SAMN26308467,0.0,1.0
SAMN26308468,0.0,1.0
n59,6.9825784892363545e-09,0.9999999930174216
SAMN11335456,0.0,1.0
n6868,0.1586104334171463,0.8413895665828537
n124124,0.917329101443642,0.0826708985563581
n137,0.2351670355189199,0.7648329644810801
n211211,0.2351670355189199,0.7648329644810801
n230,0.1666529044033305,0.8333470955966694
SAMN13082242,0.0,1.0
n233233,0.073370642572595,0.926629357427405
SAMN15226391,0.0,1.0
n236236,0.0098904801530146,0.9901095198469854
n237,0.0104537514737966,0.9895462485262032
SAMN02801889,1.0,0.0
SAMN11319494,0.0,1.0
n241241,0.5738677122319477,0.4261322877680523
SAMN06702089,0.0,1.0
SAMN27404346,1.0,0.0
SAMN27404347,0.0,1.0
SAMN13082245,0.0,1.0
n249249,0.2288740848806069,0.7711259151193931
n250250,0.1035060646711673,0.8964939353288327
n357357,0.110602403084867,0.889397596915133
n363,0.3225571225196879,0.6774428774803122
n374374,0.3225571225196879,0.6774428774803122
n382,0.2271196593108378,0.7728803406891621
n382382,0.3639953270493456,0.6360046729506543
SAMN26308887,0.0,1.0
SAMN26305031,0.0,1.0
n413413,0.1456327641508431,0.854367235849157
SAMN26305101,0.0,1.0
n414414,0.1352151501777166,0.8647848498222834
n419,0.1404103032173373,0.8595896967826627
n421,0.1328945761273229,0.8671054238726771
SAMN11319189,0.0,1.0
SAMN10093579,0.0,1.0
SAMN10093573,0.0,1.0
SAMN26305087,0.0,1.0
SAMN26304399,0.0,1.0
n444444,1.0,0.0
SAMN26308810,0.0,1.0
n2323,0.0233772651838764,0.9766227348161236
SAMN26308480,0.0,1.0
SAMN10093604,0.0,1.0
SAMN10093603,0.0,1.0
n2727,0.012748366471552,0.987251633528448
SAMN26304706,0.0,1.0
n29,0.0592204402142868,0.9407795597857131
n3333,0.083763714696306,0.916236285303694
n35,0.0913495369491788,0.9086504630508212
n3535,0.0558210227953462,0.9441789772046538
n5959,6.9825784892363545e-09,0.9999999930174216
SAMN11335465,0.0,1.0
n69,0.1586104334171463,0.8413895665828537
SAMN10435685,1.0,0.0
n125,0.9956703103899126,0.0043296896100874
n125125,0.9999261241371398,7.38758628602517e-05
n137137,0.2252619527302788,0.7747380472697212
SAMN11319299,0.0,1.0
n212,0.2351670355189199,0.7648329644810801
n228228,0.2072767069673275,0.7927232930326725
n230230,0.1262500660836636,0.8737499339163365
n231231,0.0701141586659195,0.9298858413340806
n234,0.044386989097001,0.955613010902999
n235,0.0919481790905788,0.908051820909421
SAMN26308796,0.0,1.0
SAMN26308868,0.0,1.0
SAMN26304757,0.0,1.0
SAMN26308854,0.0,1.0
n242,0.6674738241347458,0.3325261758652543
n243,0.5995441794256646,0.4004558205743354
SAMN14792114,0.0,1.0
SAMN06702070,1.0,0.0
n251,0.1022623669207359,0.8977376330792641
n319,0.1035060646711673,0.8964939353288327
SAMN13082393,0.0,1.0
SAMN26304499,0.0,1.0
n363363,0.3225571225196879,0.6774428774803122
n367,0.2810993422959688,0.7189006577040312
n375,0.3049282204743294,0.6950717795256706
n380380,0.3225571225196879,0.6774428774803122
SAMN09400819,1.0,0.0
SAMN13423005,0.0,1.0
n383,0.3700249837981653,0.6299750162018347
n394,0.3639953270493456,0.6360046729506543
SAMN26305100,0.0,1.0
SAMN26304932,0.0,1.0
n415,0.1344356111283467,0.8655643888716532
n415415,0.1352151501777166,0.8647848498222834
SAMN13082280,0.0,1.0
SAMN26308812,0.0,1.0
n421421,0.1328945761273229,0.8671054238726771
SAMN26308874,0.0,1.0
SAMN26308838,0.0,1.0
SAMN26308811,1.0,0.0
n24,0.0147370818502636,0.9852629181497364
SAMN26305018,0.0,1.0
SAMN26308479,0.0,1.0
SAMN26308478,0.0,1.0
n2929,0.0592819381486158,0.9407180618513844
SAMN06702061,0.0,1.0
n34,0.0,1.0
SAMN26308498,0.0,1.0
SAMN15868166,0.0,1.0
SAMN09400850,0.0,1.0
n36,0.0558210227953462,0.9441789772046538
n3737,0.0558210227953462,0.9441789772046538
n60,0.0,1.0
SAMN11335457,0.0,1.0
n6969,0.1586104334171463,0.8413895665828537
n119,0.1452089271581943,0.8547910728418057
SAMN05374483,1.0,0.0
SAMN05374480,1.0,0.0
n126,0.99992612413714,7.387586286025154e-05
SAMN05374482,1.0,0.0
n138,0.1794628942308596,0.8205371057691404
n207207,0.1843779974733852,0.8156220025266147
n212212,0.2351670355189199,0.7648329644810801
n224224,0.2140352620007784,0.7859647379992215
SAMN25226678,0.0,1.0
SAMN16935937,0.0,1.0
n231,0.2302316498498838,0.7697683501501162
SAMN13082252,0.0,1.0
SAMN09400869,0.0,1.0
SAMN09400833,0.0,1.0
n234234,0.044386989097001,0.955613010902999
SAMN13082360,0.0,1.0
n235235,0.0919481790905788,0.908051820909421
SAMN27404350,0.0,1.0
n242242,0.6173570957644029,0.3826429042355971
SAMN02801819,1.0,0.0
n243243,0.6311283224529514,0.3688716775470487
n244244,0.5995441794256646,0.4004558205743354
n251251,0.1022623669207359,0.8977376330792641
n318,0.1170611085808869,0.8829388914191131
n319319,0.0931095657031927,0.9068904342968072
n320320,0.1035060646711673,0.8964939353288327
n364,0.3225571225196879,0.6774428774803122
SAMN26304907,0.0,1.0
n367367,0.2713695112542643,0.7286304887457355
n370,0.2865362889671128,0.7134637110328872
n375375,0.3049282204743294,0.6950717795256706
SAMN26308820,0.0,1.0
n381,0.3225571225196879,0.6774428774803122
SAMN02801895,1.0,0.0
n383383,0.3700249837981663,0.6299750162018338
SAMN26308834,0.0,1.0
SAMN26304759,0.0,1.0
SAMN13082251,0.0,1.0
SAMN11319183,0.0,1.0
SAMN13082413,0.0,1.0
n416,0.1381388849367706,0.8618611150632293
n417,0.1352151501777166,0.8647848498222834
n422,0.1350338238559737,0.8649661761440262
n423,0.1328945761273229,0.8671054238726771
n2424,0.0020481504740047,0.9979518495259952
SAMN26308463,0.0,1.0
n30,0.0592819381486158,0.9407180618513844
n32,0.0828235943552569,0.917176405644743
SAMN26308489,0.0,1.0
SAMN26308470,0.0,1.0
n3636,0.0860462481435213,0.9139537518564786
n37,0.0711105636948893,0.9288894363051108
n38,0.0643499678688995,0.9356500321311004
SAMN26308487,0.0,1.0
SAMN11335464,0.0,1.0
SAMN11335463,0.0,1.0
n70,0.1586104334171463,0.8413895665828537
n106,0.1412203440543562,0.8587796559456438
n119119,0.2481789186037928,0.7518210813962072
n120120,0.1004144920958452,0.8995855079041547
n126126,0.9999261241371398,7.387586286025154e-05
SAMN05178548,1.0,0.0
n138138,0.1794628942308596,0.8205371057691404
n146146,0.1879198061828044,0.8120801938171957
n208,0.1895495245644096,0.8104504754355903
n210210,0.1843779974733852,0.8156220025266147
n213,0.0852213834296488,0.9147786165703512
n217,0.1958244459060281,0.8041755540939719
n225,0.2837425384653959,0.7162574615346041
n226226,0.1564859141144961,0.8435140858855039
SAMN27404386,0.0,1.0
SAMN27404404,1.0,0.0
SAMN27404365,0.0,1.0
SAMN27404442,0.0,1.0
SAMN26367022,0.0,1.0
SAMN30109982,0.0,1.0
SAMN02801907,1.0,0.0
SAMN13082415,0.0,1.0
n244,0.536469047130175,0.463530952869825
SAMN13082302,1.0,0.0
SAMN15868503,1.0,0.0
SAMN11285030,1.0,0.0
n252,0.1022623669207359,0.8977376330792641
n252252,0.1016927260381697,0.8983072739618304
n318318,0.0002314744923113,0.9997685255076886
SAMN11335437,0.0,1.0
n320,0.0898284797944423,0.9101715202055576
SAMN13082402,0.0,1.0
n321,0.1032306121142579,0.8967693878857421
n322,0.1035060646711673,0.8964939353288327
n364364,0.3225571225196879,0.6774428774803122
SAMN13082370,0.0,1.0
n368,0.1809609660862347,0.8190390339137653
n369369,0.2713695112542643,0.7286304887457355
n370370,0.1835683130243988,0.8164316869756012
n371,0.2865362889671128,0.7134637110328872
n376,0.2813945301734251,0.7186054698265749
SAMN13082301,0.0,1.0
SAMN26304469,0.0,1.0
SAMN13082380,0.0,1.0
n384,0.9900647997485204,0.0099352002514796
n384384,0.3700249837981663,0.6299750162018338
n416416,0.070811175365794,0.929188824634206
SAMN11319300,0.0,1.0
n417417,0.1305844182866747,0.8694155817133252
SAMN26308786,0.0,1.0
n422422,0.134164425687893,0.8658355743121069
SAMN26308853,0.0,1.0
n423423,0.1787053752189636,0.8212946247810363
n433,0.1328945761273229,0.8671054238726771
n25,0.0016474732345657,0.9983525267654342
SAMN26305017,0.0,1.0
n3030,0.0592819381486158,0.9407180618513844
SAMN11319381,0.0,1.0
SAMN06702094,0.0,1.0
SAMN26308485,0.0,1.0
SAMN15868206,1.0,0.0
SAMN26305019,0.0,1.0
SAMN11319340,0.0,1.0
SAMN10093614,0.0,1.0
n3838,0.0643499678688995,0.9356500321311004
SAMN26308475,0.0,1.0
n7070,0.1586104334171463,0.8413895665828537
n104104,0.1728539325487742,0.8271460674512257
n106106,0.1302460958680555,0.8697539041319444
n107107,0.128690597671782,0.871309402328218
n120,1.0,0.0
SAMN09400801,0.0,1.0
n121,0.1004144920958452,0.8995855079041547
n121121,0.0953741175501248,0.9046258824498752
n127,0.9983498528763216,0.0016501471236785
n127127,0.9999261241371395,7.387586286025183e-05
n139,0.0488753505219046,0.9511246494780954
n143,0.1146518506721792,0.8853481493278208
n147,0.2307877884752807,0.7692122115247192
n200200,0.1243701362438816,0.8756298637561184
n208208,0.1891840325235784,0.8108159674764215
SAMN27404459,1.0,0.0
n211,0.1628340932109493,0.8371659067890506
SAMN13082394,0.0,1.0
n213213,0.0852213834296488,0.9147786165703512
SAMN13082305,0.0,1.0
n217217,0.2804332887549326,0.7195667112450673
n221221,0.1958244459060281,0.8041755540939719
n225225,0.0014329323563508,0.9985670676436492
n226,0.8155266852566697,0.1844733147433303
n227,0.0096914960366397,0.9903085039633602
SAMN04122807,1.0,0.0
SAMN22677346,1.0,0.0
SAMN15868742,1.0,0.0
SAMN15868722,0.0,1.0
SAMN26305097,0.0,1.0
n253,0.1143147558709027,0.8856852441290972
n257,0.1016927260381697,0.8983072739618304
SAMN26308832,0.0,1.0
SAMN26308830,0.0,1.0
SAMN13082397,0.0,1.0
SAMN13082293,0.0,1.0
n321321,0.1032306121142579,0.8967693878857421
SAMN11319182,0.0,1.0
n322322,0.1170650599832514,0.8829349400167485
n323,0.1035060646711673,0.8964939353288327
n365,0.3225571225196879,0.6774428774803122
n366,0.3225571225196879,0.6774428774803122
n368368,8.473605095687229e-05,0.9999152639490432
SAMN27404369,0.0,1.0
SAMN28174099,1.0,0.0
SAMN29767728,0.0,1.0
SAMN26308827,0.0,1.0
SAMN26304561,0.0,1.0
n371371,0.2865362889671128,0.7134637110328872
n373373,0.2865362889671128,0.7134637110328872
n376376,0.2834742469669636,0.7165257530330363
SAMN13082292,0.0,1.0
SAMN02801826,1.0,0.0
SAMN02801822,1.0,0.0
n385,0.3700249837981663,0.6299750162018338
n387,0.3700249837981663,0.6299750162018338
SAMN26304753,0.0,1.0
SAMN26308761,0.0,1.0
n418,0.1358436843303993,0.8641563156696007
n418418,0.1195582877989544,0.8804417122010456
SAMN10093593,0.0,1.0
SAMN26304560,0.0,1.0
n424,0.2018491987566761,0.7981508012433238
n425425,0.1462039794113378,0.853796020588662
n433433,0.1328945761273229,0.8671054238726771
n435,0.0290160529344559,0.970983947065544
SAMN26309412,0.0,1.0
SAMN26308462,0.0,1.0
n31,0.0151138312780344,0.9848861687219655
SAMN25226641,0.0,1.0
n39,0.0643499678688995,0.9356500321311004
n4444,0.0777542680679157,0.9222457319320844
n71,0.1586104334171463,0.8413895665828537
SAMN13082233,0.0,1.0
n105,0.953604167953552,0.046395832046448
n105105,1.6713973502242297e-05,0.9999832860264978
n107,0.0005663037008115,0.9994336962991884
SAMN12220343,0.0,1.0
n108,0.128690597671782,0.871309402328218
n117117,0.0716161316663801,0.92838386833362
SAMN16340122,1.0,0.0
SAMN16340164,0.0,1.0
SAMN16340141,0.0,1.0
SAMN13082383,0.0,1.0
n122,0.0828327984807458,0.917167201519254
SAMN13082409,0.0,1.0
SAMN05374486,1.0,0.0
SAMN05374481,1.0,0.0
n128,1.0,9.091328928031528e-44
SAMN04096287,1.0,0.0
n139139,0.0488753505219046,0.9511246494780954
SAMN27404456,0.0,1.0
n143143,0.1126576083870363,0.8873423916129636
n145145,0.0658297288130659,0.934170271186934
n147147,0.2307877884752807,0.7692122115247192
SAMN11335376,0.0,1.0
n201,0.1126235385612243,0.8873764614387756
n207,0.0110287366906159,0.988971263309384
n209,0.1891840325235784,0.8108159674764215
n210,0.4108441035553459,0.589155896444654
SAMN27404431,0.0,1.0
SAMN13082367,0.0,1.0
n214,0.0852213834296488,0.9147786165703512
n215,0.0852213834296488,0.9147786165703512
n218,0.1733066975725374,0.8266933024274626
n220220,0.8295870276598676,0.1704129723401323
n222,0.1958244459060281,0.8041755540939719
n222222,0.1852515753486592,0.8147484246513408
SAMN26304556,0.0,1.0
SAMN26304621,0.0,1.0
SAMN04456582,1.0,0.0
SAMN04122822,1.0,0.0
n227227,0.0003941995464809,0.9996058004535192
SAMN13082300,0.0,1.0
n253253,0.1143147558709027,0.8856852441290972
n256,0.3175831348539839,0.6824168651460161
n257257,0.1016927260381697,0.8983072739618304
n317,0.1213327775350552,0.8786672224649448
SAMN13423026,0.0,1.0
SAMN13082381,0.0,1.0
SAMN13082329,0.0,1.0
SAMN09400842,0.0,1.0
n323323,0.1035060646711673,0.8964939353288327
n356356,0.1035060646711673,0.8964939353288327
n365365,0.1537236007067927,0.8462763992932073
SAMN26304761,0.0,1.0
SAMN13423020,0.0,1.0
SAMN13082243,0.0,1.0
n369,8.473605095687229e-05,0.9999152639490432
SAMN26308817,0.0,1.0
n372,0.1212423947526549,0.878757605247345
SAMN20203224,0.0,1.0
n374,1.0,0.0
SAMN11319313,0.0,1.0
n377,0.2208566986806557,0.7791433013193443
n378,0.2894692123559556,0.7105307876440443
n385385,0.0025112265777466,0.9974887734222534
SAMN13082414,0.0,1.0
n387387,0.3700249837981663,0.6299750162018338
n390390,0.3700249837981663,0.6299750162018338
SAMN26308882,0.0,1.0
SAMN26304885,0.0,1.0
SAMN26304501,0.0,1.0
SAMN11319168,0.0,1.0
n424424,0.2018491987566761,0.7981508012433238
SAMN26304505,0.0,1.0
n426,0.1462039794113384,0.8537960205886616
n432,0.1287967286447339,0.8712032713552661
n434,0.1328945761273229,0.8671054238726771
SAMN10093595,0.0,1.0
SAMN26308765,0.0,1.0
SAMN26308764,0.0,1.0
n3131,0.0014995302962532,0.9985004697037468
SAMN26304703,0.0,1.0
n3939,0.0643499678688995,0.9356500321311004
n40,0.0648045641241635,0.9351954358758364
n45,0.0777542680679157,0.9222457319320844
SAMN26308501,0.0,1.0
n7171,0.1586104334171463,0.8413895665828537
n101101,0.1334293708291218,0.8665706291708781
SAMN03892121,1.0,0.0
SAMN03892127,1.0,0.0
SAMN13082358,0.0,1.0
SAMN13082357,0.0,1.0
SAMN13082346,0.0,1.0
SAMN13082350,0.0,1.0
n108108,0.0,1.0
n109,0.1466306743254204,0.8533693256745796
n118,0.0915689142033892,0.9084310857966108
SAMN13082235,0.0,1.0
n122122,0.0786110470627713,0.9213889529372288
SAMN16340159,0.0,1.0
n128128,1.0,9.091328928031528e-44
n136,1.0,9.091328928031528e-44
n140,0.0428124711305954,0.9571875288694046
n142142,0.0391951252206174,0.9608048747793826
n144,0.0178679874590235,0.9821320125409764
